DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,avg_arrival_time,std_arrival_time,avg_work_hours,absence_rate,Attrition
10,3,1,30720,5.0,12,0,9.0,4.0,5,1.0,3.0,3.0,3.0,2.0,1,3,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,10.007988980716254,0.2704997609445593,6.58656795224977,0.07279693486590033,0
1,1,2,50060,3.0,16,1,28.5,2.0,9,0.0,0.0,3.0,4.0,3.0,3,3,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,9.995441595441596,0.2982113578992013,7.5865811965811965,0.10344827586206895,0
24,2,4,42570,4.0,15,0,9.0,2.0,1,0.0,0.0,4.0,3.0,3.0,3,3,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,9.98457814661134,0.28652745247260236,6.104338404794836,0.07662835249042144,0
21,4,1,25000,1.0,16,2,6.0,3.0,5,0.0,4.0,2.0,4.0,3.0,3,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9.990455212922173,0.2626671651575598,6.291572442486539,0.13026819923371646,0
2,2,1,11020,6.0,19,0,4.0,3.0,2,2.0,2.0,4.0,4.0,1.0,2,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,9.980387931034482,0.2886746228736212,6.482304837164751,0.11111111111111116,0
22,3,1,104530,2.0,11,1,10.0,2.0,3,0.0,2.0,1.0,4.0,2.0,3,3,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,9.997372060857538,0.28100762869149754,10.911756729846998,0.07662835249042144,0
13,4,2,22880,5.0,16,1,8.0,4.0,2,2.0,2.0,2.0,4.0,3.0,2,3,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,9.986376811594203,0.2784913140084352,8.008833333333333,0.11877394636015326,0
14,3,2,39290,0.0,24,0,6.0,4.5,5,0.0,3.0,1.0,1.0,3.0,2,4,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,10.017493112947658,0.2930173329313462,7.591120293847567,0.07279693486590033,0
11,3,1,23110,1.0,11,1,5.0,2.0,5,0.0,3.0,3.0,1.0,3.0,3,3,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,9.974554183813442,0.2752713331506823,10.409626200274348,0.06896551724137934,0
9,2,1,31400,1.0,13,1,17.0,2.0,17,5.0,14.5,4.0,3.0,3.0,2,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,10.002037845705969,0.288012989276907,8.79542212518195,0.12260536398467436,0
8,2,1,36900,1.0,13,1,10.0,2.0,10,7.0,8.0,4.0,2.0,2.0,4,3,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,9.961183261183262,0.2811531543856646,10.000467772967772,0.11494252873563215,1
21,3,1,44500,0.0,13,0,4.0,3.0,3,0.0,2.0,4.0,4.0,3.0,3,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,9.97612809315866,0.26871064441283904,7.885713245997089,0.12260536398467436,0
5,3,4,27560,1.0,12,2,5.0,2.0,5,0.0,3.0,3.0,1.0,4.0,3,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,10.030731364275669,0.2782554773478368,7.795277777777778,0.09195402298850575,0
9,3,2,165835,2.0,18,1,7.0,4.5,4,0.0,2.0,3.0,1.0,3.0,3,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,9.99460580912863,0.26333147675752433,7.469465191332411,0.07662835249042144,0
2,5,2,165835,0.0,22,1,6.0,3.0,5,3.0,4.0,1.0,4.0,2.0,3,4,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.988695652173913,0.306290572383701,7.561153381642512,0.11877394636015326,0
12,5,1,95470,1.0,13,1,10.0,3.0,10,5.0,3.0,2.0,2.0,3.0,2,3,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,9.959929078014184,0.27513830534175937,6.814644208037826,0.09961685823754785,0
22,2,1,137340,0.0,13,0,3.0,3.0,2,1.0,2.0,2.0,2.0,3.0,4,3,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,9.98933615819209,0.2834154774399354,6.987524717514124,0.09578544061302685,0
18,1,2,165835,2.0,23,1,17.0,4.5,5,1.0,3.0,3.0,4.0,2.0,3,4,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,9.957461645746164,0.27591435343635307,9.614905857740586,0.08429118773946365,0
16,3,3,22790,3.0,12,1,8.0,3.0,6,0.0,2.0,4.0,4.0,3.0,3,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,10.007777777777779,0.27745718366067873,10.09835300925926,0.08045977011494254,0
3,3,3,59160,6.0,12,0,5.0,2.0,3,0.0,2.0,2.0,3.0,3.0,3,3,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,9.990151515151515,0.2875680206983281,9.394445592286502,0.07279693486590033,1
9,3,1,20890,5.0,16,0,28.0,2.0,2,2.0,2.0,1.0,4.0,3.0,2,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,9.99442060085837,0.27176759375317056,6.3660610395803525,0.10727969348659006,0
1,3,3,165835,3.0,12,1,16.0,3.0,13,4.0,8.0,4.0,2.0,3.0,4,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9.996822033898304,0.25761779075388835,7.1049999999999995,0.09578544061302685,0
13,4,3,35640,5.0,11,0,10.0,1.0,5,0.0,0.0,3.0,4.0,3.0,1,3,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,9.999716312056737,0.28201455259645664,7.408802600472813,0.09961685823754785,0
1,1,1,44250,6.0,22,1,28.5,2.0,12,3.0,8.0,4.0,4.0,3.0,4,4,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,9.99665300546448,0.2642533974538804,6.669338570127504,0.06513409961685823,0
1,3,1,52650,4.0,11,1,12.0,4.0,5,2.0,2.0,4.0,4.0,2.0,3,3,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,9.991168091168092,0.2922955423376255,7.585617283950618,0.10344827586206895,0
15,4,3,65530,0.0,15,0,8.0,2.0,7,7.0,7.0,3.0,4.0,3.0,3,3,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,10.033060109289618,0.27363564872159984,10.68291325136612,0.06513409961685823,0
1,5,2,62610,1.0,12,0,10.0,1.0,10,0.0,9.0,1.0,2.0,3.0,3,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,9.94789029535865,0.28450282594447557,8.309069385841537,0.09195402298850575,0
17,3,1,42980,1.0,20,1,28.5,4.5,18,7.5,7.0,1.0,1.0,3.0,3,4,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,9.983845029239767,0.2781238827136765,6.612721734892788,0.12643678160919536,0
1,3,3,68040,8.0,14,1,13.0,3.0,5,0.0,4.0,4.0,4.0,3.0,2,3,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,9.991156462585035,0.2835321955777644,6.88271201814059,0.06130268199233713,0
7,3,2,38150,3.0,11,1,7.0,3.0,4,0.0,3.0,4.0,2.0,4.0,3,3,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,9.97709219858156,0.2933236344398863,9.416354609929078,0.09961685823754785,0
9,1,1,27410,1.0,15,1,1.0,4.5,1,0.0,1.0,1.0,4.0,1.0,2,3,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,9.960188933873145,0.29647638659493425,10.025033738191633,0.05363984674329503,1
5,4,4,66730,6.0,12,1,8.0,2.0,4,0.0,3.0,1.0,4.0,3.0,4,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,10.017580872011251,0.2689789556414327,6.452346460384435,0.09195402298850575,0
26,2,2,76390,1.0,14,0,8.0,4.5,8,7.0,1.0,2.0,1.0,3.0,3,3,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,9.97071129707113,0.2802558286025064,9.774024872152488,0.08429118773946365,0
24,5,1,23280,1.0,11,2,4.0,3.0,4,0.0,2.0,1.0,4.0,3.0,3,3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,10.013950073421439,0.28584469426022285,6.417041116005874,0.13026819923371646,0
9,2,1,21530,8.5,11,0,3.0,3.0,1,0.0,0.0,4.0,4.0,2.0,3,3,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,9.973224043715847,0.2735443444016606,10.500407559198543,0.06513409961685823,1
7,4,2,48760,4.0,16,2,4.0,4.0,1,0.0,0.0,1.0,2.0,4.0,3,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,10.004702627939142,0.2673792849768505,6.578010603964961,0.07662835249042144,0
11,3,2,93960,1.0,12,0,2.0,4.5,2,0.0,2.0,3.0,3.0,2.0,1,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,9.997792022792021,0.2675791192839388,7.105422602089269,0.10344827586206895,1
1,3,2,104000,1.0,13,1,1.0,2.0,1,0.0,0.0,3.0,4.0,2.0,3,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,9.967210884353742,0.262227694600459,7.8779353741496605,0.06130268199233713,1
26,4,1,84740,0.0,14,0,17.0,3.0,16,4.0,11.0,3.0,4.0,2.0,3,3,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,9.984357923497267,0.27693715987970347,10.29772654826958,0.06513409961685823,0
2,3,2,99810,1.0,21,1,3.0,3.0,3,1.0,2.0,4.0,4.0,2.0,3,4,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,9.963853727144867,0.2688716416456006,8.485591889357712,0.09195402298850575,0
15,4,1,124900,0.0,13,0,4.0,3.0,3,0.0,2.0,2.0,3.0,4.0,3,3,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,10.003665283540801,0.2668431369181179,9.802309820193637,0.07662835249042144,1
23,3,2,26570,4.0,11,0,10.0,3.0,7,1.0,0.0,2.0,4.0,2.0,4,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,9.9991341991342,0.24854012551212962,10.410460557960558,0.11494252873563215,1
10,3,3,135910,5.0,20,1,6.0,2.0,2,2.0,2.0,3.0,3.0,3.0,3,4,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,9.989689265536724,0.2918630098323429,7.677303436911488,0.09578544061302685,0
10,4,4,66960,7.0,11,0,8.0,3.0,2,2.0,2.0,4.0,1.0,1.0,3,3,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,9.988005578800557,0.2881980981193244,10.666269177126917,0.08429118773946365,1
1,3,1,20580,1.0,14,1,1.0,4.5,1,0.0,0.0,2.0,3.0,3.0,3,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,9.979009762900976,0.27521724785654417,7.680679916317991,0.08429118773946365,0
12,2,2,88650,1.0,11,1,1.0,0.5,1,1.0,0.0,2.0,2.0,3.0,3,3,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,9.978861788617888,0.2818313383366451,7.72257226738934,0.05747126436781613,0
11,1,2,59400,7.0,16,0,10.0,2.0,5,0.0,3.0,3.0,3.0,3.0,2,3,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,9.980409356725145,0.2900220729699127,6.878238304093567,0.12643678160919536,0
2,3,1,59140,3.0,16,1,6.0,4.0,3,0.0,2.0,3.0,1.0,3.0,3,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,9.956512605042017,0.2964919515550571,10.548225957049485,0.08812260536398464,0
2,4,1,26220,2.0,23,0,24.0,3.0,6,0.0,4.0,3.0,2.0,3.0,3,4,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,10.00299860529986,0.26505831414113185,8.320311483031148,0.08429118773946365,0
1,3,1,121850,3.0,14,0,13.0,2.0,7,5.0,2.0,2.0,3.0,4.0,3,3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,9.96707818930041,0.2913228036986368,6.081554641060814,0.06896551724137934,0
2,1,3,106090,1.0,22,0,10.0,3.0,10,0.0,7.0,4.0,4.0,1.0,3,4,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,10.02450980392157,0.2712322208458955,10.380476190476191,0.08812260536398464,0
25,2,2,43450,4.0,15,0,28.5,3.0,18,1.0,7.0,1.0,2.0,2.0,2,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,9.995977011494253,0.27723572528966905,6.991830699233716,0.11111111111111116,0
1,4,1,21770,4.0,18,0,13.0,4.0,0,0.0,0.0,4.0,3.0,2.0,3,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,10.032705718270572,0.2609297574786091,6.698963272896328,0.08429118773946365,0
1,2,2,27930,1.0,16,0,9.0,4.0,9,0.0,0.0,4.0,3.0,2.0,3,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,9.996994535519127,0.26381375489586806,7.083433515482696,0.06513409961685823,0
2,4,1,79180,2.0,12,2,8.0,3.0,6,0.0,1.0,2.0,4.0,3.0,2,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,9.993723849372385,0.29844388822604573,6.503389121338912,0.08429118773946365,0
6,3,2,87890,1.0,11,3,15.0,4.0,15,5.0,11.0,4.0,1.0,3.0,3,3,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,9.994330601092896,0.29440128263790144,7.0820662568306005,0.06513409961685823,0
18,3,1,23890,6.0,12,1,5.0,4.0,3,0.0,2.0,3.0,2.0,3.0,2,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,9.987809917355372,0.27203182808942894,7.082806473829201,0.07279693486590033,0
1,2,1,32120,1.0,15,1,1.0,3.0,1,0.0,0.0,3.0,2.0,3.0,2,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,10.006723891273246,0.28998711255306114,8.902678826895565,0.10727969348659006,1
1,4,2,165835,2.0,14,1,11.0,3.0,1,0.0,0.0,1.0,2.0,2.0,3,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,9.991666666666667,0.2946781043531827,6.066140609636184,0.13409961685823757,0
11,3,2,22670,1.0,19,3,7.0,2.0,7,0.0,7.0,3.0,1.0,3.0,2,3,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,9.971438450899033,0.2715423301299541,7.643866989396035,0.07662835249042144,0
1,4,1,165835,2.0,13,0,20.0,4.5,18,2.0,14.5,4.0,1.0,3.0,3,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,10.001859799713877,0.2673014595872403,10.713868621840724,0.10727969348659006,0
9,3,2,24360,4.0,13,0,16.0,3.0,11,3.0,9.0,3.0,3.0,3.0,1,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9.97359943977591,0.2723975855145428,7.096325863678805,0.08812260536398464,0
15,3,2,160640,1.0,15,1,1.0,3.0,1,0.0,0.0,4.0,2.0,4.0,3,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,9.993153526970953,0.2666934273686341,10.61501613646842,0.07662835249042144,1
29,3,3,27070,1.0,11,0,1.0,2.0,1,0.0,0.0,1.0,1.0,3.0,3,3,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,9.989118457300275,0.2811235996896227,6.0836524334251605,0.07279693486590033,1
1,4,4,165835,0.0,12,0,10.0,1.0,9,7.5,5.0,4.0,4.0,1.0,3,3,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,9.984920634920636,0.28021279173093366,8.329586339586339,0.11494252873563215,0
1,3,1,39310,8.0,19,0,3.0,2.0,1,0.0,0.0,4.0,2.0,3.0,2,3,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,9.983061224489795,0.24508821200590247,8.140834467120182,0.06130268199233713,0
24,3,4,37300,1.0,25,1,8.0,4.0,8,6.0,3.0,3.0,1.0,4.0,3,4,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,10.01099290780142,0.2710176689305753,7.8935768321513,0.09961685823754785,0
10,3,3,22320,1.0,12,1,16.0,2.0,16,3.0,7.0,3.0,4.0,3.0,3,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,9.971518987341772,0.27830980184113796,9.80588959212377,0.09195402298850575,1
1,4,4,44650,0.0,13,0,6.0,3.0,5,1.0,4.0,2.0,4.0,3.0,3,3,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,10.010860655737705,0.27282286415978296,6.017259790528233,0.06513409961685823,0
10,4,3,30720,5.0,14,0,17.0,3.0,14,7.5,7.0,1.0,3.0,1.0,2,3,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,9.997861356932153,0.2780293943982529,6.274626352015733,0.13409961685823757,1
8,1,2,33190,1.0,12,1,9.0,3.0,9,0.0,8.0,3.0,2.0,2.0,3,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,9.99606188466948,0.29909382903130266,6.3090928270042195,0.09195402298850575,0
29,1,1,165835,1.0,12,0,3.0,4.5,3,0.0,2.0,3.0,4.0,3.0,3,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,9.979839883551673,0.27370984548137195,7.619650655021834,0.12260536398467436,0
1,3,3,136750,1.0,15,3,5.0,4.5,5,1.0,0.0,3.0,3.0,3.0,2,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,10.00675105485232,0.27259285880491124,6.370707923112986,0.09195402298850575,0
5,4,1,29110,2.0,17,2,26.0,3.0,9,7.0,8.0,4.0,4.0,2.0,3,3,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,10.002450980392158,0.28181701673297244,6.990128384687208,0.08812260536398464,0
9,2,4,59570,4.0,14,1,7.0,2.0,1,0.0,0.0,4.0,3.0,3.0,1,3,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,9.994927536231884,0.28058798311583577,7.4758405797101455,0.11877394636015326,1
9,3,1,39200,6.0,16,1,22.0,3.0,17,7.5,2.0,3.0,3.0,4.0,3,3,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,10.005922865013774,0.2755217147987509,6.523184113865931,0.07279693486590033,0
3,4,1,64340,5.0,14,1,10.0,3.0,8,7.0,7.0,3.0,3.0,4.0,2,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,9.968340611353712,0.2603385905329387,8.003096797671034,0.12260536398467436,0
4,3,2,100480,1.0,23,1,6.0,2.0,5,1.0,3.0,3.0,4.0,3.0,3,4,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,10.034722222222221,0.28993437040438114,8.100102339181285,0.12643678160919536,0
1,2,2,109380,6.0,14,2,12.0,2.0,10,0.0,8.0,4.0,4.0,3.0,1,3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,10.030450070323488,0.28948519792479255,7.3186814345991555,0.09195402298850575,0
1,1,2,23400,0.0,11,1,9.0,2.0,8,0.0,7.0,1.0,3.0,3.0,2,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,9.981666666666667,0.25237517992276515,6.510007246376812,0.11877394636015326,0
2,4,1,65450,4.0,15,0,22.0,2.0,1,0.0,0.0,2.0,2.0,2.0,3,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,9.981434599156119,0.2764618823201122,9.47278715424285,0.09195402298850575,1
7,4,3,69310,1.0,11,0,20.0,3.0,18,2.0,7.0,3.0,3.0,4.0,3,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,9.9977304964539,0.26553723283977776,10.091632387706856,0.09961685823754785,0
28,1,2,48980,4.0,13,1,12.0,3.0,7,0.0,7.0,1.0,4.0,3.0,3,3,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,9.998691460055097,0.27317757821573546,6.805802341597796,0.07279693486590033,0
28,4,2,25930,0.0,21,0,4.0,2.0,3,1.0,2.0,3.0,1.0,3.0,3,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,9.997268907563026,0.275241464215785,8.187664565826331,0.08812260536398464,1
15,3,4,165835,1.0,19,2,10.0,4.0,10,6.0,0.0,4.0,3.0,3.0,3,3,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,10.00955459770115,0.281843452104038,7.934158285440613,0.11111111111111116,0
3,5,1,27230,6.0,11,1,3.0,2.0,0,0.0,0.0,4.0,1.0,3.0,2,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,10.008262711864406,0.2833166364765536,10.280916902071564,0.09578544061302685,1
2,2,2,34790,3.0,12,0,5.0,3.0,3,0.0,2.0,2.0,4.0,3.0,3,3,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,10.019467213114755,0.27661094571627565,7.515693306010929,0.06513409961685823,0
26,1,3,27940,3.0,19,1,8.0,2.0,5,0.0,2.0,4.0,4.0,3.0,3,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.957952973720609,0.2915795990705271,7.010381512217612,0.07662835249042144,0
10,1,1,52490,8.5,21,2,28.5,2.0,5,1.0,3.0,4.0,4.0,2.0,2,4,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,9.993260869565217,0.27609206138750325,7.38759541062802,0.11877394636015326,0
1,3,2,21760,1.0,14,1,6.0,2.0,6,1.0,2.0,3.0,2.0,3.0,2,3,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,10.030497925311202,0.2713777112226714,8.981857999077915,0.07662835249042144,0
11,3,1,165835,2.0,15,1,21.0,2.0,18,0.0,11.0,1.0,3.0,4.0,3,3,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,9.971861471861471,0.2811199961299523,7.905851370851371,0.11494252873563215,0
20,4,2,34850,8.5,17,2,4.0,2.0,2,2.0,2.0,3.0,2.0,3.0,3,3,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,9.985336194563663,0.2801815810908751,7.078493085360038,0.10727969348659006,0
2,3,1,66440,1.0,12,0,9.0,3.0,9,0.0,8.0,4.0,1.0,3.0,4,3,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,9.998829201101929,0.2698842147641998,8.703335629017447,0.07279693486590033,0
18,4,2,55820,1.0,16,0,9.0,3.0,9,0.0,7.0,4.0,4.0,3.0,3,3,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,9.99228650137741,0.2865756338646307,7.972122359963269,0.07279693486590033,0
2,3,2,40000,4.0,12,0,7.0,4.5,5,0.0,1.0,1.0,3.0,3.0,2,3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,9.983617021276595,0.2543914678056711,10.50509574468085,0.09961685823754785,1
1,3,2,134960,3.0,18,1,22.0,3.0,12,1.0,5.0,4.0,3.0,3.0,3,3,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,9.976406035665295,0.2805179777326025,9.480353223593964,0.06896551724137934,0
13,3,1,32100,0.0,17,2,3.0,4.5,2,0.0,2.0,3.0,3.0,2.0,2,3,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,9.995218579234974,0.2933454878716767,7.704971539162114,0.06513409961685823,0
28,3,3,165835,6.0,11,3,13.0,2.0,8,0.0,7.0,4.0,3.0,3.0,3,3,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,9.991942148760332,0.28336879178557983,6.886907713498623,0.07279693486590033,0
28,3,1,118490,1.0,16,1,5.0,3.0,4,3.0,2.0,4.0,3.0,3.0,3,3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,9.962704918032788,0.2585665638495486,6.593336748633879,0.06513409961685823,0
24,3,3,20700,1.0,13,3,5.0,1.0,4,0.0,2.0,3.0,2.0,1.0,2,3,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,9.998132183908046,0.2705549100714169,9.320771072796935,0.11111111111111116,1
5,2,2,65020,1.0,12,0,4.0,3.0,4,0.0,3.0,3.0,1.0,3.0,3,3,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,9.990358126721762,0.2745359643004929,6.301517447199266,0.07279693486590033,0
5,4,2,32300,1.0,12,1,0.0,3.0,0,0.0,0.0,2.0,4.0,3.0,3,3,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,9.973120567375886,0.2697906439708859,6.313124113475178,0.09961685823754785,0
23,3,1,136030,8.0,13,1,22.0,2.0,10,0.0,8.0,3.0,3.0,3.0,3,3,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,9.975434782608696,0.2662919116139287,6.600198067632849,0.11877394636015326,0
6,4,1,119960,1.0,19,2,16.0,3.0,16,7.5,1.0,3.0,3.0,2.0,3,3,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,10.004305555555556,0.29702144358840576,9.58983449074074,0.08045977011494254,0
4,3,5,56050,0.0,12,1,9.0,0.5,8,1.0,7.0,2.0,1.0,2.0,2,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9.9585121602289,0.27800565571088404,10.11788268955651,0.10727969348659006,0
2,2,2,63970,1.0,17,1,1.0,3.0,1,0.0,0.0,4.0,1.0,3.0,3,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,9.990041493775934,0.2663278196703301,8.31476602120793,0.07662835249042144,1
8,4,1,165835,0.0,11,0,4.0,3.0,3,1.0,2.0,2.0,2.0,3.0,3,3,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,10.01966374269006,0.26102143947596884,7.605639619883041,0.12643678160919536,1
1,3,2,165835,1.0,20,0,8.0,2.0,8,1.0,3.0,4.0,4.0,3.0,3,4,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,9.987971014492752,0.2850644761893169,7.928281400966183,0.11877394636015326,0
8,3,2,49070,2.0,21,1,4.0,2.0,4,1.0,1.0,2.0,1.0,2.0,3,4,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,9.993201754385964,0.2778691949682927,7.332729044834308,0.12643678160919536,0
2,4,2,45540,2.0,11,2,19.0,3.0,2,2.0,2.0,1.0,3.0,3.0,3,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,9.979218106995884,0.3057964378724874,7.9805807041609516,0.06896551724137934,0
3,3,1,54150,7.0,11,1,27.0,1.0,15,4.0,8.0,3.0,3.0,3.0,3,3,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,9.98044733044733,0.2781344720323205,6.542558922558922,0.11494252873563215,0
2,3,2,47410,6.0,16,0,8.0,3.0,2,2.0,1.0,4.0,3.0,3.0,3,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,10.009453781512605,0.29571170192218127,6.894249533146591,0.08812260536398464,0
